               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.023451,            0.014745,           0.0022474,             0.95225,             0.97521,             0.98061,             0.69845,            0.024727,           0.0095941,           0.0016822,            0.005116,            0.005116,            0.005116
                 150,            0.023604,            0.013842,           0.0022642,             0.95048,             0.97124,             0.97557,             0.76705,            0.022344,           0.0094824,           0.0016176,            0.005083,            0.005083,            0.005083
                 151,            0.024436,            0.013532,            0.002085,             0.96198,             0.97677,              0.9837,             0.76131,            0.026425,           0.0097915,           0.0014969,             0.00505,             0.00505,             0.00505
                 152,            0.025272,            0.015884,           0.0021348,             0.97298,             0.97737,             0.98063,             0.75553,            0.022312,            0.009705,           0.0014247,            0.005017,            0.005017,            0.005017
                 153,            0.024029,            0.014189,           0.0018044,             0.96887,              0.9718,             0.97577,             0.72788,            0.026494,            0.010084,            0.001376,            0.004984,            0.004984,            0.004984
                 154,            0.022545,             0.01493,           0.0020553,             0.97539,              0.9747,             0.97614,             0.74361,            0.021835,           0.0095932,           0.0013421,            0.004951,            0.004951,            0.004951
                 155,            0.023347,            0.013482,           0.0020006,             0.97556,             0.97548,             0.98336,             0.69975,            0.026136,           0.0099909,            0.001297,            0.004918,            0.004918,            0.004918
                 156,            0.024593,             0.01524,           0.0023006,             0.98423,             0.97717,             0.97964,             0.73618,            0.022763,           0.0096493,           0.0012562,            0.004885,            0.004885,            0.004885
                 157,            0.026021,            0.014691,           0.0023398,             0.98063,             0.96472,             0.97518,             0.68132,            0.026312,            0.010088,           0.0012566,            0.004852,            0.004852,            0.004852
                 158,            0.024561,            0.015121,            0.002872,             0.97989,             0.97037,             0.98053,             0.73729,            0.023296,            0.010023,           0.0013071,            0.004819,            0.004819,            0.004819
                 159,            0.023832,            0.014028,           0.0020341,             0.97087,             0.96339,             0.97579,             0.70996,            0.025646,            0.010138,           0.0012967,            0.004786,            0.004786,            0.004786
                 160,            0.023408,            0.016063,           0.0024753,             0.97445,             0.96984,             0.98402,             0.74659,            0.022909,            0.009621,           0.0013327,            0.004753,            0.004753,            0.004753
                 161,            0.023059,             0.01472,           0.0033006,             0.97249,             0.97168,             0.98511,             0.73282,            0.023398,           0.0096743,           0.0013471,             0.00472,             0.00472,             0.00472
                 162,            0.022867,            0.013854,           0.0017267,             0.96628,             0.96608,             0.97912,             0.75419,            0.023664,           0.0096468,           0.0013672,            0.004687,            0.004687,            0.004687
                 163,            0.022855,            0.014407,           0.0026614,             0.96684,             0.96743,             0.97929,             0.75049,            0.023756,            0.009685,           0.0013046,            0.004654,            0.004654,            0.004654
                 164,            0.022557,            0.013623,           0.0031418,             0.96209,             0.96313,             0.97367,             0.74505,             0.02407,           0.0096331,            0.001316,            0.004621,            0.004621,            0.004621
                 165,            0.022842,            0.015072,           0.0023406,             0.96704,             0.97138,             0.97778,             0.73056,            0.024295,           0.0097267,           0.0012683,            0.004588,            0.004588,            0.004588
                 166,            0.024102,            0.015081,           0.0017344,             0.96871,             0.96797,             0.97183,             0.75042,            0.023622,           0.0094802,           0.0012548,            0.004555,            0.004555,            0.004555
                 167,            0.023712,            0.013834,           0.0031077,             0.96968,             0.96981,             0.97336,             0.73808,            0.023881,           0.0097713,           0.0012876,            0.004522,            0.004522,            0.004522
                 168,            0.021842,            0.013089,           0.0018487,             0.97323,             0.97017,             0.97568,             0.77319,            0.022191,           0.0094984,           0.0013298,            0.004489,            0.004489,            0.004489
                 169,            0.021579,            0.013607,           0.0020328,             0.96881,              0.9735,             0.96948,             0.77005,            0.021721,           0.0094463,           0.0013356,            0.004456,            0.004456,            0.004456
                 170,            0.021748,            0.014218,           0.0021756,             0.97185,             0.95985,             0.96963,             0.72754,              0.0241,           0.0095507,           0.0013332,            0.004423,            0.004423,            0.004423
                 171,            0.022157,            0.013631,           0.0019155,             0.96465,             0.96508,             0.97656,             0.73808,            0.022895,           0.0096608,           0.0012811,             0.00439,             0.00439,             0.00439
                 172,            0.023983,            0.014217,           0.0025931,              0.9652,             0.95662,             0.96918,             0.73414,            0.023745,           0.0095552,           0.0013268,            0.004357,            0.004357,            0.004357
                 173,            0.023512,            0.013513,            0.002203,             0.96597,             0.96206,              0.9694,             0.71841,             0.02463,           0.0098719,            0.001311,            0.004324,            0.004324,            0.004324
                 174,            0.023044,            0.014309,           0.0028137,             0.96033,             0.96185,             0.96921,             0.71986,            0.022465,           0.0097942,           0.0013526,            0.004291,            0.004291,            0.004291
                 175,            0.022059,             0.01502,           0.0021187,             0.96695,             0.96066,             0.96925,             0.72785,            0.023674,           0.0099147,           0.0013055,            0.004258,            0.004258,            0.004258
                 176,            0.022298,            0.014592,           0.0028821,             0.97442,             0.95818,             0.97507,              0.7517,            0.022607,            0.009521,           0.0013106,            0.004225,            0.004225,            0.004225
                 177,            0.020947,            0.014602,           0.0021895,             0.97664,             0.95282,             0.97342,             0.75791,            0.021927,           0.0097066,            0.001302,            0.004192,            0.004192,            0.004192
                 178,            0.020412,            0.014813,           0.0021694,             0.97546,             0.95647,             0.97325,             0.71945,              0.0224,           0.0095745,           0.0012795,            0.004159,            0.004159,            0.004159
                 179,            0.020709,            0.013912,           0.0021799,             0.97322,              0.9589,             0.97325,             0.69524,            0.022353,           0.0097728,           0.0012347,            0.004126,            0.004126,            0.004126
                 180,            0.021507,            0.013279,           0.0021614,             0.96913,             0.96284,              0.9741,             0.77124,            0.021777,           0.0098253,            0.001204,            0.004093,            0.004093,            0.004093
                 181,            0.021279,            0.014075,           0.0024713,             0.96545,             0.96325,             0.96931,             0.72955,            0.023457,             0.01004,           0.0011705,             0.00406,             0.00406,             0.00406
                 182,            0.021666,            0.013248,           0.0023935,             0.96291,             0.96679,             0.97329,             0.78299,            0.022201,           0.0098348,           0.0011496,            0.004027,            0.004027,            0.004027
                 183,            0.020415,            0.013407,           0.0024072,             0.96232,             0.97117,             0.97504,             0.76518,            0.022015,           0.0099138,           0.0011312,            0.003994,            0.003994,            0.003994
                 184,            0.019269,            0.013172,            0.002521,             0.96376,             0.96599,             0.97004,             0.73858,            0.021681,           0.0098373,           0.0011212,            0.003961,            0.003961,            0.003961
                 185,            0.020375,            0.013197,           0.0017645,             0.97224,              0.9539,             0.97482,              0.7733,            0.022035,           0.0097069,           0.0010945,            0.003928,            0.003928,            0.003928
                 186,            0.021699,            0.014451,           0.0022508,              0.9724,             0.95393,             0.97509,             0.73388,            0.022969,           0.0096841,           0.0010611,            0.003895,            0.003895,            0.003895
                 187,            0.021931,            0.014692,           0.0015029,             0.97911,             0.95954,             0.97878,             0.74139,            0.021967,           0.0097214,           0.0010499,            0.003862,            0.003862,            0.003862
                 188,            0.022326,            0.013749,           0.0027325,             0.97335,             0.95362,             0.98111,             0.76315,            0.021808,           0.0096474,           0.0010063,            0.003829,            0.003829,            0.003829
                 189,            0.020931,            0.014048,           0.0017943,             0.97497,             0.95323,             0.98043,              0.7121,            0.023354,           0.0098503,          0.00099851,            0.003796,            0.003796,            0.003796
                 190,            0.022045,            0.013443,           0.0016936,             0.97484,             0.95271,             0.97345,             0.70566,            0.021733,           0.0096416,          0.00095778,            0.003763,            0.003763,            0.003763
                 191,            0.020873,            0.014904,           0.0022954,             0.96496,             0.97039,             0.97383,             0.72562,            0.022346,           0.0095647,          0.00095214,             0.00373,             0.00373,             0.00373
                 192,            0.019628,            0.014537,           0.0018001,             0.96614,             0.96824,              0.9764,             0.75029,             0.02138,           0.0095248,          0.00093631,            0.003697,            0.003697,            0.003697
                 193,            0.020196,            0.012857,           0.0018028,             0.96661,              0.9703,             0.97631,             0.76254,             0.02222,           0.0095453,          0.00095506,            0.003664,            0.003664,            0.003664
                 194,            0.020896,            0.013081,           0.0017735,             0.96834,             0.96321,             0.97351,             0.74587,            0.021859,           0.0093803,           0.0009475,            0.003631,            0.003631,            0.003631
                 195,            0.020366,            0.013429,           0.0016601,             0.97061,             0.95928,             0.97193,             0.76691,            0.021577,            0.009385,          0.00096409,            0.003598,            0.003598,            0.003598
                 196,            0.021664,            0.013436,           0.0017616,             0.97201,             0.96226,             0.97216,             0.75574,            0.022625,           0.0094544,          0.00094838,            0.003565,            0.003565,            0.003565
                 197,            0.020307,            0.012514,           0.0017963,             0.97103,             0.96578,             0.97488,             0.74554,            0.022704,            0.009523,          0.00094562,            0.003532,            0.003532,            0.003532
                 198,            0.020509,            0.013889,           0.0012392,              0.9717,             0.96127,             0.97491,             0.74977,            0.021297,            0.009348,          0.00090776,            0.003499,            0.003499,            0.003499
                 199,            0.019778,              0.0121,           0.0017405,             0.97164,             0.96248,             0.97495,             0.76976,            0.021589,           0.0094936,          0.00089548,            0.003466,            0.003466,            0.003466
                 200,            0.020479,            0.013324,           0.0018497,             0.97284,             0.96445,             0.98202,             0.74036,            0.021597,           0.0094665,          0.00089663,            0.003433,            0.003433,            0.003433
                 201,            0.019425,            0.012826,           0.0027655,             0.97048,             0.96238,             0.97316,             0.74884,            0.021804,           0.0095539,          0.00091161,              0.0034,              0.0034,              0.0034
                 202,            0.020183,            0.013228,           0.0017459,             0.97199,             0.96159,             0.97132,             0.78063,            0.020964,           0.0094303,          0.00093112,            0.003367,            0.003367,            0.003367
                 203,             0.02084,            0.013815,           0.0016467,             0.97104,             0.96451,              0.9775,              0.7384,            0.022593,           0.0095124,          0.00096035,            0.003334,            0.003334,            0.003334
                 204,            0.020366,            0.013727,           0.0013344,             0.97057,             0.96365,             0.97891,             0.76813,            0.021349,           0.0094609,          0.00096184,            0.003301,            0.003301,            0.003301
                 205,            0.020867,            0.015565,           0.0017588,             0.97061,             0.96373,               0.978,              0.7017,            0.021383,           0.0093868,          0.00097706,            0.003268,            0.003268,            0.003268
                 206,            0.021232,            0.014618,           0.0013327,             0.97332,             0.96048,             0.97379,             0.75296,            0.021342,           0.0094861,          0.00094828,            0.003235,            0.003235,            0.003235
                 207,            0.021309,             0.01377,           0.0020089,             0.97147,              0.9608,             0.97699,             0.71879,            0.023111,           0.0096132,          0.00095973,            0.003202,            0.003202,            0.003202
                 208,            0.022345,            0.012768,           0.0018565,             0.97128,             0.96033,              0.9742,             0.75845,            0.022311,           0.0096767,          0.00094945,            0.003169,            0.003169,            0.003169
                 209,            0.021566,            0.013447,           0.0017672,             0.97032,              0.9588,             0.97095,             0.75679,            0.022069,           0.0095062,           0.0009751,            0.003136,            0.003136,            0.003136
                 210,            0.020188,            0.012834,           0.0016832,             0.96979,             0.95657,             0.96999,             0.77197,            0.020942,           0.0095137,          0.00098692,            0.003103,            0.003103,            0.003103
                 211,            0.019723,            0.013102,           0.0014782,             0.97209,              0.9578,             0.97717,             0.72775,            0.023029,           0.0094413,           0.0010144,             0.00307,             0.00307,             0.00307
                 212,            0.019769,            0.013011,           0.0014126,             0.97015,             0.95882,             0.97737,             0.74932,            0.021403,           0.0095012,           0.0010016,            0.003037,            0.003037,            0.003037
                 213,            0.019874,            0.013929,           0.0014732,             0.96666,             0.96312,             0.97865,             0.74351,            0.022406,           0.0094466,          0.00097948,            0.003004,            0.003004,            0.003004
                 214,            0.020012,            0.014808,            0.001318,             0.96435,             0.96861,             0.97126,             0.77361,            0.020932,           0.0093986,          0.00093173,            0.002971,            0.002971,            0.002971
                 215,            0.020375,            0.013453,           0.0020539,             0.97097,             0.96876,             0.97161,             0.75381,            0.021588,           0.0094327,           0.0009338,            0.002938,            0.002938,            0.002938
                 216,            0.018898,            0.013761,           0.0013962,             0.97235,             0.96806,             0.97782,             0.78004,            0.020646,           0.0094684,          0.00092784,            0.002905,            0.002905,            0.002905
                 217,            0.019184,            0.012544,           0.0019805,             0.97162,             0.97022,             0.97214,             0.76394,            0.021218,           0.0094274,           0.0009301,            0.002872,            0.002872,            0.002872
                 218,            0.018408,            0.013789,           0.0023382,             0.97083,              0.9714,             0.97261,             0.77337,            0.020271,           0.0093365,          0.00092856,            0.002839,            0.002839,            0.002839
                 219,            0.018882,            0.013174,           0.0020983,             0.96771,             0.97312,             0.97126,             0.74925,            0.022652,           0.0093881,          0.00093925,            0.002806,            0.002806,            0.002806
                 220,             0.01891,            0.013991,           0.0014958,             0.96771,             0.97209,             0.97274,             0.77301,            0.020462,           0.0093672,          0.00095387,            0.002773,            0.002773,            0.002773
                 221,            0.018998,            0.012743,           0.0020055,             0.96919,             0.96993,             0.97295,             0.76265,            0.022333,           0.0095729,          0.00094622,             0.00274,             0.00274,             0.00274
                 222,            0.017835,            0.013208,           0.0017689,             0.96803,             0.97061,             0.97349,             0.77862,             0.02059,           0.0093889,          0.00094578,            0.002707,            0.002707,            0.002707
                 223,            0.019743,            0.013405,           0.0013976,             0.96757,             0.97117,             0.97334,             0.74112,            0.022471,           0.0094963,          0.00094336,            0.002674,            0.002674,            0.002674
                 224,            0.020036,            0.011935,           0.0013152,              0.9673,             0.97117,             0.97413,             0.75664,            0.021594,           0.0094055,          0.00090365,            0.002641,            0.002641,            0.002641
                 225,            0.019666,            0.014061,           0.0016188,             0.96961,             0.97142,             0.97401,             0.74953,            0.021555,           0.0094212,          0.00086759,            0.002608,            0.002608,            0.002608
                 226,            0.017798,             0.01417,           0.0014477,             0.97038,             0.97297,             0.97634,             0.76514,            0.020799,           0.0092758,          0.00083489,            0.002575,            0.002575,            0.002575
                 227,            0.017717,            0.013424,           0.0019542,             0.97138,             0.97337,             0.97603,             0.75898,            0.020969,           0.0091856,          0.00081296,            0.002542,            0.002542,            0.002542
                 228,            0.017436,            0.013692,           0.0014596,             0.97194,             0.97405,             0.97584,              0.7618,             0.02069,           0.0092225,           0.0007913,            0.002509,            0.002509,            0.002509
                 229,            0.018499,            0.013235,           0.0017729,             0.97316,             0.97269,             0.97532,             0.75995,            0.021463,           0.0093864,          0.00079104,            0.002476,            0.002476,            0.002476
                 230,            0.018318,            0.012168,           0.0021306,             0.97222,             0.97301,             0.98081,             0.75857,            0.020622,           0.0093874,          0.00076662,            0.002443,            0.002443,            0.002443
                 231,            0.018256,            0.013452,           0.0016195,             0.97223,             0.96588,             0.97525,             0.74564,            0.021252,           0.0094659,          0.00075727,             0.00241,             0.00241,             0.00241
                 232,             0.01808,            0.012572,           0.0010183,              0.9734,             0.96375,             0.97485,             0.74292,            0.020552,           0.0094707,          0.00075028,            0.002377,            0.002377,            0.002377
                 233,            0.018298,            0.013837,           0.0015726,             0.97394,             0.96326,             0.97495,              0.7369,            0.020879,           0.0095298,          0.00075745,            0.002344,            0.002344,            0.002344
                 234,            0.018342,            0.013273,           0.0016047,             0.97371,             0.96221,             0.97453,             0.75505,            0.020441,           0.0095126,          0.00075723,            0.002311,            0.002311,            0.002311
                 235,            0.017645,            0.013312,           0.0013649,             0.97341,             0.96208,              0.9746,             0.74887,            0.020437,           0.0094264,          0.00076317,            0.002278,            0.002278,            0.002278
                 236,            0.016972,            0.012917,          0.00092885,             0.97221,             0.96251,             0.97406,             0.75384,            0.020686,           0.0095416,          0.00077296,            0.002245,            0.002245,            0.002245
                 237,            0.017103,             0.01205,            0.001602,             0.97408,             0.96125,             0.97396,             0.75182,            0.020778,           0.0096708,          0.00077928,            0.002212,            0.002212,            0.002212
                 238,            0.016424,            0.012866,           0.0015157,             0.96827,             0.95753,             0.97373,             0.74036,            0.020824,            0.009678,          0.00078396,            0.002179,            0.002179,            0.002179
                 239,             0.01644,            0.012524,           0.0018594,             0.96919,             0.95795,             0.97412,             0.75477,            0.021026,           0.0096264,          0.00077456,            0.002146,            0.002146,            0.002146
                 240,            0.016982,            0.014298,           0.0013275,               0.973,             0.96229,             0.97445,             0.75045,            0.020474,            0.009602,          0.00076771,            0.002113,            0.002113,            0.002113
                 241,            0.017485,            0.013933,           0.0015204,             0.97188,             0.96392,             0.97438,             0.75003,              0.0207,           0.0095509,          0.00077242,             0.00208,             0.00208,             0.00208
                 242,            0.017511,             0.01231,            0.001346,             0.97088,             0.96468,             0.97299,             0.76816,            0.020675,           0.0096092,          0.00078015,            0.002047,            0.002047,            0.002047
                 243,            0.016969,             0.01187,           0.0017489,             0.97078,             0.96494,             0.97249,             0.75721,             0.02057,           0.0096131,          0.00077387,            0.002014,            0.002014,            0.002014
                 244,            0.017009,             0.01247,           0.0012904,             0.97195,             0.96372,             0.97354,             0.74785,            0.020434,            0.009539,          0.00076024,            0.001981,            0.001981,            0.001981
                 245,            0.016764,            0.011405,           0.0012733,             0.97274,             0.96388,             0.97368,             0.77202,            0.020584,           0.0095149,          0.00075271,            0.001948,            0.001948,            0.001948
                 246,            0.016252,            0.011549,           0.0011294,             0.97311,             0.96375,             0.97464,             0.76764,            0.020347,           0.0095216,           0.0007428,            0.001915,            0.001915,            0.001915
                 247,            0.016642,            0.012518,           0.0020139,             0.97287,              0.9631,             0.97444,             0.77076,            0.020017,           0.0095617,          0.00071105,            0.001882,            0.001882,            0.001882
                 248,            0.016064,            0.011398,           0.0023931,             0.97276,             0.96363,             0.97475,             0.76635,             0.02022,           0.0096431,          0.00069596,            0.001849,            0.001849,            0.001849
                 249,            0.017013,            0.012624,           0.0018794,             0.97395,             0.96434,             0.97455,             0.75365,            0.020598,           0.0096641,            0.000693,            0.001816,            0.001816,            0.001816
                 250,             0.01677,            0.011973,           0.0016742,             0.97406,             0.96432,             0.97429,             0.76642,            0.020255,           0.0095981,          0.00069645,            0.001783,            0.001783,            0.001783
                 251,            0.017251,            0.012569,           0.0016319,             0.97406,             0.96284,               0.974,             0.77396,            0.020593,           0.0095646,          0.00070847,             0.00175,             0.00175,             0.00175
                 252,            0.017238,            0.011687,          0.00098455,             0.97439,             0.96255,             0.97396,             0.75907,            0.020386,           0.0094878,          0.00072665,            0.001717,            0.001717,            0.001717
                 253,            0.016791,            0.012468,           0.0016237,              0.9749,             0.96211,             0.97485,             0.77116,            0.020566,           0.0094849,          0.00074094,            0.001684,            0.001684,            0.001684
                 254,            0.017172,            0.011868,           0.0011151,             0.96664,             0.96514,             0.97406,             0.77164,            0.020393,           0.0094306,          0.00074759,            0.001651,            0.001651,            0.001651
                 255,            0.016908,            0.011751,           0.0021496,             0.97186,             0.97232,             0.97525,             0.76301,            0.020953,           0.0094846,             0.00077,            0.001618,            0.001618,            0.001618
                 256,            0.016256,            0.011633,          0.00088927,             0.97255,             0.96933,             0.97567,             0.77783,            0.020342,            0.009478,           0.0007722,            0.001585,            0.001585,            0.001585
                 257,            0.016458,            0.012548,           0.0014079,             0.97331,             0.96724,             0.97964,             0.76767,            0.020603,           0.0094747,          0.00076518,            0.001552,            0.001552,            0.001552
                 258,            0.016206,            0.012164,           0.0013648,             0.97144,             0.96902,              0.9754,             0.75782,            0.020196,           0.0094328,          0.00077394,            0.001519,            0.001519,            0.001519
                 259,            0.016704,            0.012303,           0.0017213,             0.97073,             0.97147,             0.97613,             0.77662,            0.020419,           0.0095007,          0.00077014,            0.001486,            0.001486,            0.001486
                 260,            0.016354,            0.012457,           0.0014956,             0.96919,             0.96972,             0.97526,             0.79284,            0.020066,           0.0095117,          0.00075829,            0.001453,            0.001453,            0.001453
                 261,            0.015987,            0.012463,           0.0018855,             0.97163,             0.96463,             0.97542,             0.79396,            0.020287,           0.0095523,          0.00073911,             0.00142,             0.00142,             0.00142
                 262,            0.017657,            0.012671,           0.0016268,             0.97199,             0.96371,             0.97564,              0.7847,            0.020287,           0.0094833,           0.0007158,            0.001387,            0.001387,            0.001387
                 263,             0.01575,            0.012255,           0.0014862,             0.95785,              0.9703,             0.97565,             0.77247,              0.0202,           0.0094313,          0.00070372,            0.001354,            0.001354,            0.001354
                 264,             0.01531,            0.012234,           0.0014705,             0.95659,             0.97128,             0.97577,              0.7788,            0.020263,           0.0094271,          0.00067994,            0.001321,            0.001321,            0.001321
                 265,            0.016188,            0.012836,           0.0010818,             0.95914,             0.97051,              0.9753,              0.7844,            0.019945,           0.0094235,          0.00066136,            0.001288,            0.001288,            0.001288
                 266,            0.015913,            0.012774,           0.0024663,             0.96178,             0.96973,             0.97531,             0.78047,            0.019821,           0.0094666,          0.00064328,            0.001255,            0.001255,            0.001255
                 267,            0.016086,            0.011897,             0.00185,             0.96692,             0.96406,             0.97508,              0.7769,            0.019835,           0.0094853,          0.00063194,            0.001222,            0.001222,            0.001222
                 268,            0.015695,            0.012289,           0.0011505,              0.9664,              0.9649,             0.97559,             0.78495,            0.019859,           0.0095064,          0.00062802,            0.001189,            0.001189,            0.001189
                 269,            0.016397,            0.011235,          0.00079348,             0.96515,             0.96457,             0.97558,              0.7731,            0.019979,           0.0095237,            0.000621,            0.001156,            0.001156,            0.001156
                 270,            0.015885,            0.011107,           0.0012821,             0.96505,             0.96451,             0.97572,             0.76269,            0.019902,           0.0094809,          0.00061539,            0.001123,            0.001123,            0.001123
                 271,            0.015553,            0.012336,           0.0012147,             0.96454,             0.96469,             0.97617,             0.75296,            0.020156,           0.0095372,          0.00061449,             0.00109,             0.00109,             0.00109
                 272,              0.0158,            0.012493,           0.0012878,             0.96479,             0.96484,              0.9762,             0.75361,            0.020136,           0.0095891,          0.00061098,            0.001057,            0.001057,            0.001057
                 273,            0.015846,            0.010986,          0.00095562,             0.96544,             0.96462,             0.97576,             0.76784,            0.020062,           0.0096174,          0.00060206,            0.001024,            0.001024,            0.001024
                 274,            0.016118,            0.011631,           0.0012121,             0.96613,              0.9644,             0.97576,             0.77012,            0.020075,           0.0096354,          0.00059561,            0.000991,            0.000991,            0.000991
                 275,            0.015539,            0.011929,           0.0014373,             0.96577,             0.96447,             0.97575,             0.74765,            0.020125,           0.0096133,          0.00059046,            0.000958,            0.000958,            0.000958
                 276,            0.015827,            0.011782,           0.0007712,             0.96569,             0.96465,             0.97555,             0.76992,            0.020307,           0.0095923,          0.00058427,            0.000925,            0.000925,            0.000925
                 277,            0.015646,            0.011274,           0.0017003,             0.96555,             0.96458,             0.97623,             0.76555,            0.020334,           0.0095705,          0.00057899,            0.000892,            0.000892,            0.000892
                 278,            0.015075,            0.012041,           0.0010194,             0.96624,             0.96283,             0.97644,             0.76595,            0.020146,            0.009504,          0.00057286,            0.000859,            0.000859,            0.000859
                 279,            0.016038,            0.012004,          0.00091564,             0.96673,             0.96183,             0.97601,             0.75666,            0.020081,           0.0094896,          0.00056486,            0.000826,            0.000826,            0.000826
                 280,            0.015098,            0.012264,           0.0013519,             0.96706,             0.96037,             0.97549,             0.74982,            0.020181,           0.0095042,          0.00055501,            0.000793,            0.000793,            0.000793
                 281,            0.015282,            0.012233,           0.0013408,             0.96778,             0.96017,             0.97542,             0.75449,            0.020073,           0.0095222,           0.0005511,             0.00076,             0.00076,             0.00076
                 282,             0.01535,            0.012065,           0.0012104,              0.9679,             0.96047,             0.97509,             0.76226,            0.020114,           0.0094985,           0.0005537,            0.000727,            0.000727,            0.000727
                 283,            0.015855,            0.011094,           0.0015256,             0.96843,             0.96111,             0.97523,             0.76662,            0.020008,           0.0094666,          0.00055403,            0.000694,            0.000694,            0.000694
                 284,            0.015512,            0.011818,          0.00089833,             0.96876,             0.96083,             0.97479,             0.76724,            0.020157,           0.0094958,          0.00055824,            0.000661,            0.000661,            0.000661
                 285,            0.016059,            0.012562,           0.0010367,             0.97471,             0.96517,             0.97929,             0.76727,            0.020183,           0.0094788,          0.00055796,            0.000628,            0.000628,            0.000628
                 286,            0.015137,            0.011477,           0.0011096,             0.97471,             0.96446,             0.98017,             0.76518,            0.020181,           0.0094784,          0.00055729,            0.000595,            0.000595,            0.000595
                 287,            0.015542,            0.012385,           0.0012838,             0.97474,             0.96408,             0.98029,             0.77252,            0.020085,           0.0094568,          0.00055665,            0.000562,            0.000562,            0.000562
                 288,            0.015028,            0.011962,           0.0014253,             0.97658,             0.96376,             0.98026,             0.77494,            0.019914,           0.0094326,          0.00055212,            0.000529,            0.000529,            0.000529
                 289,            0.015066,            0.012501,            0.001133,             0.97663,             0.96379,             0.98019,             0.77119,            0.019957,           0.0094469,          0.00055166,            0.000496,            0.000496,            0.000496
                 290,            0.014964,            0.011702,           0.0011191,             0.97572,             0.96384,             0.98017,             0.78014,            0.019988,           0.0094443,          0.00055098,            0.000463,            0.000463,            0.000463
                 291,            0.014746,            0.011683,          0.00095878,             0.96868,             0.95808,             0.97597,             0.78195,            0.019975,           0.0094532,          0.00054913,             0.00043,             0.00043,             0.00043
                 292,            0.015674,            0.011926,           0.0013328,             0.96781,             0.95813,             0.97603,             0.77508,            0.019971,           0.0094494,          0.00055275,            0.000397,            0.000397,            0.000397
                 293,            0.015772,            0.012737,           0.0012894,               0.967,             0.95855,             0.97602,             0.77256,            0.019951,           0.0094588,          0.00055017,            0.000364,            0.000364,            0.000364
                 294,            0.016112,            0.012347,          0.00098265,             0.96668,             0.95947,             0.97591,             0.77351,            0.020023,           0.0094809,          0.00055275,            0.000331,            0.000331,            0.000331
                 295,            0.015143,            0.012105,          0.00097699,             0.96668,             0.96077,             0.97598,             0.76837,            0.020049,           0.0094615,          0.00054951,            0.000298,            0.000298,            0.000298
                 296,            0.014613,            0.011513,          0.00095283,             0.96649,              0.9609,             0.97596,             0.76717,            0.020037,           0.0094464,          0.00054798,            0.000265,            0.000265,            0.000265
                 297,            0.015555,             0.01036,           0.0017949,             0.96647,             0.96189,             0.97552,             0.76808,            0.020001,            0.009458,          0.00054463,            0.000232,            0.000232,            0.000232
                 298,             0.01537,            0.011853,            0.001611,             0.96604,             0.96305,             0.97555,             0.77206,            0.020028,           0.0094634,           0.0005466,            0.000199,            0.000199,            0.000199
                 299,            0.015028,            0.010764,           0.0019237,             0.96637,             0.96214,             0.97547,             0.77127,            0.020056,           0.0094656,          0.00054644,            0.000166,            0.000166,            0.000166
